"full_name","H","albedo","diameter_sigma","e","a","i"
"       (2010 AL30)",27.20,,,0.3076,1.046,3.83
"       (2010 AE40)",23.90,,,0.4530,1.865,21.43
"       (2010 AF40)",25.00,,,0.4644,1.238,4.30
"       (2010 AG40)",22.01,0.319,0.00,0.6090,1.754,2.02
"       (2010 AL60)",22.29,,,0.1607,1.229,16.16
"       (2010 AM60)",23.73,,,0.5727,2.404,11.27
"       (2010 AN60)",26.90,,,0.5737,2.001,4.55
"       (2010 AN61)",27.00,,,0.1319,1.156,3.61
"       (2010 AG79)",20.04,0.018,0.01,0.5818,2.897,33.03
"       (2010 AW108)",21.55,,,0.2804,1.432,11.00
"       (2010 BC)",22.20,0.433,0.00,0.5703,1.935,9.55
"       (2010 BQ)",20.20,,,0.5474,2.331,37.08
"       (2010 BG2)",19.93,,,0.9073,3.405,42.81
"       (2010 BH2)",19.61,0.213,0.07,0.4613,2.353,24.58
"       (2010 BU2)",24.50,,,0.5858,2.402,3.16
"       (2010 BC3)",20.50,,,0.6544,3.18,4.85
"       (2010 BT3)",21.40,,,0.5433,2.582,13.73
"       (2010 BZ4)",22.40,,,0.6377,2.745,9.26
"       (2010 BG5)",24.00,,,0.3867,1.472,6.60
"       (2010 BO127)",18.65,,,0.6537,2.709,13.74
"       (2010 BV132)",21.48,,,0.1797,1.228,17.28
"       (2010 CA)",24.30,,,0.4599,1.318,9.90
"       (2010 CL)",25.00,,,0.3891,1.569,18.25
"       (2010 CN)",23.40,,,0.2240,1.39,10.66
"       (2010 CT)",20.25,,,0.6577,0.888,19.76
"       (2010 CJ1)",24.22,,,0.4950,1.565,4.09
"       (2010 CK1)",24.00,0.063,0.01,0.2153,1.146,27.27
"       (2010 CM1)",25.20,,,0.5179,2.035,5.12
"       (2010 CR5)",19.76,,,0.8201,3.033,5.64
"       (2010 CH18)",18.98,0.286,0.01,0.5722,2.603,27.18
"       (2010 CJ18)",26.80,,,0.2601,1.198,7.79
"       (2010 CL18)",18.25,,,0.5627,2.679,18.28
"       (2010 CB19)",24.50,,,0.3102,1.026,6.00
"       (2010 CC19)",22.46,0.196,0.01,0.7513,1.1,46.17
"       (2010 CE19)",25.20,,,0.4830,1.938,7.59
"       (2010 CH19)",22.22,,,0.5076,1.72,10.22
"       (2010 CK19)",27.90,,,0.1500,0.9869,2.26
"       (2010 CM19)",25.00,,,0.3155,1.449,4.31
"       (2010 CN19)",26.30,,,0.2838,1.017,15.77
"       (2010 CO19)",25.70,,,0.2586,1.388,9.78
"       (2010 CP19)",25.90,,,0.1479,1.187,13.98
"       (2010 CQ19)",27.10,,,0.6464,2.81,0.16
"       (2010 CR19)",26.40,,,0.2570,1.362,25.11
"       (2010 CS19)",28.00,,,0.4406,1.739,4.18
"       (2010 CN44)",19.72,0.185,0.01,0.6713,2.867,3.86
"       (2010 CO44)",24.60,0.218,0.01,0.2307,1.07,6.18
"       (2010 CP44)",25.70,,,0.5838,2.093,5.13
"       (2010 CA55)",22.20,,0.01,0.7131,2.337,55.03
"       (2010 CB55)",22.69,0.037,0.00,0.1480,1.133,25.92
"       (2010 CC55)",22.44,0.033,0.01,0.4689,1.546,6.78
"       (2010 CD55)",23.36,0.145,0.01,0.2013,1.024,5.93
"       (2010 CE55)",22.20,,,0.2205,1.29,2.53
"       (2010 CF55)",21.68,0.119,0.02,0.7612,1.9,5.15
"       (2010 CP140)",19.44,0.110,0.10,0.5384,1.9,14.47
"       (2010 CN141)",22.40,0.030,0.01,0.3993,1.517,23.80
"       (2010 CJ171)",21.08,0.358,0.00,0.4910,1.996,7.38
"       (2010 CN178)",21.13,,,0.3652,1.882,8.38
"       (2010 CV180)",18.96,,,0.6043,3.068,18.23
"       (2010 CW180)",20.07,,,0.4698,2.399,21.98
"       (2010 CJ188)",21.14,,,0.3354,1.538,22.16
"       (2010 DF)",24.50,,,0.0435,1.167,20.89
"       (2010 DG)",24.80,,,0.3268,1.625,13.88
"       (2010 DJ)",26.53,,,0.1354,1.206,0.23
"       (2010 DK)",22.90,,,0.3081,1.872,22.05
"       (2010 DL)",27.00,0.080,0.00,0.3138,1.353,2.57
"       (2010 DN)",20.90,,,0.5320,2.572,26.93
"       (2010 DO)",21.66,0.176,0.00,0.7456,1.613,11.95
"       (2010 DE1)",23.96,,,0.2124,1.499,23.17
"       (2010 DG1)",24.46,,,0.6523,1.932,1.52
"       (2010 DJ1)",26.90,,,0.7080,2.242,5.51
"       (2010 DN1)",18.92,,,0.4851,2.226,21.39
"       (2010 DT1)",23.82,,,0.4647,0.9868,25.76
"       (2010 DU1)",26.50,,,0.5407,1.691,3.71
"       (2010 DX1)",21.61,0.146,0.00,0.7048,2.593,20.25
"       (2010 DY1)",25.80,,,0.5621,2.324,8.05
"       (2010 DZ1)",25.60,,,0.3092,1.474,16.29
"       (2010 DE2)",26.80,,,0.3582,1.547,4.71
"       (2010 DM21)",20.26,0.133,0.01,0.6574,2.862,21.15
"       (2010 DB34)",19.47,,,0.2910,1.698,25.79
"       (2010 DK34)",20.40,0.152,0.01,0.7653,2.779,27.41
"       (2010 DJ41)",18.40,,,0.7653,2.656,9.28
"       (2010 DH56)",20.31,0.022,0.02,0.5677,2.236,33.66
"       (2010 DG77)",20.32,,,0.6501,2.742,16.73
"       (2010 DH77)",21.06,0.009,0.02,0.7084,3.267,34.33
"       (2010 DJ77)",21.59,,0.03,0.2106,0.9545,24.75
"       (2010 ES4)",,,0.46,0.1702,1.534,25.13
"       (2010 EX11)",24.11,0.234,0.01,0.1096,0.9562,9.75
"       (2010 ER12)",21.04,,,0.4290,2.059,36.50
"       (2010 ES12)",25.70,,,0.6548,2.421,2.05
"       (2010 EF21)",18.47,,,0.7217,2.418,10.69
"       (2010 EG21)",24.50,0.038,0.01,0.2266,0.8441,9.70
"       (2010 EB43)",22.33,,,0.2185,1.352,25.44
"       (2010 EC43)",23.00,0.434,0.01,0.6041,2.43,0.78
"       (2010 EE43)",24.30,,,0.2403,1.414,2.71
"       (2010 EF43)",26.40,,,0.5897,2.023,3.85
"       (2010 EG43)",24.90,,,0.3890,1.781,7.66
"       (2010 EJ43)",21.08,,,0.4608,1.148,6.65
"       (2010 EK43)",21.67,0.068,0.02,0.6536,1.398,7.88
"       (2010 EF44)",20.17,,,0.8883,2.187,38.00
"       (2010 EK44)",19.79,,,0.7718,2.841,11.25
"       (2010 EN44)",24.12,,,0.1900,1.179,10.89
"       (2010 EZ45)",22.60,,,0.2750,1.529,8.36
"       (2010 EA46)",23.68,,,0.6298,2.869,5.97
"       (2010 EC135)",20.26,,,0.4833,2.235,5.08
"       (2010 EF181)",19.48,,,0.4066,2.186,23.54
"       (2010 FB)",23.80,,,0.2860,1.194,24.19
"       (2010 FC)",24.00,0.051,0.01,0.2402,1.33,7.04
"       (2010 FD)",26.10,,,0.6544,2.804,0.03
"       (2010 FK)",23.80,0.071,0.01,0.0973,0.9401,12.67
"       (2010 FM)",27.10,,,0.2702,0.8176,7.75
"       (2010 FN)",26.60,,,0.2111,0.9898,0.12
"       (2010 FO)",24.01,,,0.3325,1.618,1.27
"       (2010 FQ)",19.99,0.204,0.00,0.3563,1.527,10.56
"       (2010 FS)",24.20,0.548,0.00,0.3175,0.78,9.12
"       (2010 FT)",25.70,0.294,0.00,0.1946,1.09,5.60
"       (2010 FU)",24.70,,,0.4094,1.723,10.80
"       (2010 FA6)",24.20,,,0.4080,1.801,7.85
"       (2010 FB6)",22.00,,,0.1864,1.297,25.50
"       (2010 FD6)",26.80,0.497,0.00,0.4352,1.446,0.46
"       (2010 FD7)",22.10,0.448,0.00,0.6944,2.569,6.21
"       (2010 FE7)",23.80,0.288,0.00,0.5532,1.949,1.55
"       (2010 FF8)",16.59,,0.21,0.2703,1.763,27.29
"       (2010 FP9)",23.60,,,0.2505,1.564,6.29
"       (2010 FQ9)",22.95,,,0.3929,2.053,1.46
"       (2010 FR9)",26.10,0.287,0.00,0.3813,1.579,5.71
"       (2010 FS9)",24.90,,,0.6013,2.574,3.04
"       (2010 FT9)",24.30,,,0.6396,2.81,3.39
"       (2010 FU9)",26.90,,,0.5829,2.202,2.67
"       (2010 FV9)",25.40,,,0.2874,1.148,0.64
"       (2010 FW9)",26.70,0.075,0.00,0.4326,1.642,3.77
"       (2010 FX9)",24.06,0.425,0.00,0.3670,1.131,3.77
"       (2010 FY9)",26.96,,,0.1508,0.8898,4.16
"       (2010 FA10)",26.00,,,0.3961,1.538,10.59
"       (2010 FB10)",22.20,,,0.5138,0.9679,13.72
"       (2010 FF10)",21.80,0.407,0.01,0.6317,2.38,5.08
"       (2010 FO28)",20.11,,,0.3162,1.851,9.98
"       (2010 FL48)",22.11,,,0.0689,1.188,27.00
"       (2010 FX80)",20.30,0.022,0.13,0.4540,2.169,36.97
"       (2010 FY80)",19.56,0.118,0.01,0.6126,2.693,18.81
"       (2010 FZ80)",20.33,0.018,0.01,0.7441,2.751,27.34
"       (2010 FA81)",22.42,0.224,0.02,0.1519,1.195,15.48
"       (2010 FB81)",21.36,0.048,0.01,0.6090,2.567,9.46
"       (2010 FC81)",21.91,0.021,0.01,0.6232,2.677,1.68
"       (2010 FG81)",23.05,0.058,0.00,0.3930,1.658,7.97
"       (2010 FJ81)",20.48,0.049,0.01,0.6817,3.609,42.42
"       (2010 FO92)",20.05,0.277,0.01,0.5194,2.144,6.76
"       (2010 FY103)",19.70,,,0.4412,1.68,29.53
"       (2010 GU5)",24.59,,,0.5467,2.383,6.37
"       (2010 GZ5)",22.96,0.281,0.00,0.5859,1.435,6.12
"       (2010 GA6)",26.00,,,0.5979,2.306,9.75
"       (2010 GB6)",22.07,0.142,0.02,0.2449,0.8821,35.31
"       (2010 GC6)",21.47,,,0.3773,1.725,29.11
"       (2010 GD6)",23.80,,,0.0587,1.034,21.24
"       (2010 GT6)",21.40,0.300,0.01,0.5920,1.495,10.07
"       (2010 GU6)",20.69,0.147,0.02,0.6799,2.695,10.13
"       (2010 GA7)",21.27,0.256,0.02,0.3891,0.9126,30.00
"       (2010 GF7)",25.90,,,0.4503,1.683,3.71
"       (2010 GG7)",21.75,,,0.3356,1.783,13.14
"       (2010 GH7)",27.35,0.326,0.00,0.2997,1.4,3.52
"       (2010 GS7)",21.51,0.107,0.01,0.6578,2.696,9.10
"       (2010 GT7)",20.19,0.326,0.01,0.6784,2.733,8.43
"       (2010 GT21)",20.83,,,0.1793,1.453,18.52
"       (2010 GU21)",21.14,0.025,0.04,0.5639,2.18,3.16
"       (2010 GK23)",19.70,0.303,0.04,0.6828,2.749,35.00
"       (2010 GL23)",22.80,0.159,0.01,0.3658,1.155,7.20
"       (2010 GM23)",24.82,,,0.4426,1.317,4.36
"       (2010 GV23)",27.60,,,0.2029,0.9294,3.62
"       (2010 GW23)",24.00,,,0.5281,1.685,4.50
"       (2010 GX23)",23.00,0.334,0.00,0.4512,1.483,1.91
"       (2010 GY23)",25.23,,,0.2940,1.495,5.11
"       (2010 GD25)",26.40,,,0.4808,1.811,4.10
"       (2010 GF25)",19.30,0.018,0.10,0.7366,1.422,38.50
"       (2010 GE30)",23.70,,,0.2797,1.574,7.90
"       (2010 GF30)",21.60,,,0.5713,2.801,23.39
"       (2010 GH30)",20.80,,,0.2918,1.7,18.25
"       (2010 GJ30)",24.60,,,0.2625,1.477,20.88
"       (2010 GO33)",19.27,0.377,0.02,0.6981,2.41,19.12
"       (2010 GP33)",25.80,,,0.3573,1.524,5.42
"       (2010 GQ33)",25.90,,,0.4470,1.832,2.63
"       (2010 GR33)",22.60,,,0.4439,1.579,7.14
"       (2010 GZ33)",22.40,,,0.4226,1.914,5.18
"       (2010 GA34)",22.50,,,0.2985,1.458,4.29
"       (2010 GC35)",24.66,,,0.1274,1.213,8.50
"       (2010 GD35)",24.62,,,0.4812,0.7644,7.82
"       (2010 GE35)",23.02,,,0.6164,2.227,5.33
"       (2010 GJ65)",21.10,,,0.3739,1.441,17.77
"       (2010 GK65)",24.50,,,0.4428,0.9225,0.58
"       (2010 GL65)",25.30,,,0.4864,1.914,3.40
"       (2010 GM65)",22.40,,,0.5661,1.495,25.12
"       (2010 GN67)",22.18,,,0.3397,1.339,18.81
"       (2010 GO67)",25.00,,,0.7423,1.473,5.22
"       (2010 GP67)",22.36,0.034,0.02,0.1074,1.114,13.27
"       (2010 GQ75)",20.20,0.106,0.02,0.8603,2.443,43.30
"       (2010 GV147)",18.27,0.018,0.05,0.6602,0.9588,44.05
"       (2010 HA)",23.90,0.482,0.00,0.1958,0.9599,2.18
"       (2010 HC)",21.30,0.328,0.01,0.5229,2.126,6.87
"       (2010 HF)",26.20,,,0.3794,1.626,1.19
"       (2010 HG20)",21.40,,,0.2323,1.138,17.54
"       (2010 HP20)",27.53,,,0.5355,1.997,7.72
"       (2010 HS20)",23.34,,,0.5517,2.212,2.22
"       (2010 HV20)",21.93,0.016,0.01,0.7883,2.611,6.45
"       (2010 HW20)",26.10,,,0.0501,1.011,8.18
"       (2010 HY22)",16.73,,,0.7239,3.655,44.13
"       (2010 HD33)",18.33,0.267,0.10,0.5149,2.62,24.41
"       (2010 HW81)",20.26,0.039,0.05,0.7544,1.261,13.48
"       (2010 HY103)",23.97,,,0.6101,2.703,0.52
"       (2010 HZ104)",22.50,0.090,0.03,0.5659,2.251,20.23
"       (2010 HX107)",23.54,0.187,0.01,0.3004,0.8014,3.36
"       (2010 JA)",27.00,,,0.2932,1.216,2.52
"       (2010 JE)",20.27,0.090,0.05,0.6560,2.784,13.81
"       (2010 JF)",19.27,,,0.3074,1.666,43.83
"       (2010 JG)",20.95,0.209,0.03,0.3198,1.19,23.31
"       (2010 JJ1)",25.61,,,0.5632,2.388,1.69
"       (2010 JK1)",24.40,,,0.1503,1.029,0.17
"       (2010 JL1)",25.50,,,0.1929,0.9284,20.66
"       (2010 JM1)",26.00,,,0.4039,1.742,6.92
"       (2010 JH3)",25.31,0.087,0.01,0.4708,1.759,19.78
"       (2010 JJ3)",23.70,0.609,0.00,0.5804,2.23,2.43
"       (2010 JP15)",18.86,,,0.5798,2.786,40.74
"       (2010 JK33)",21.03,0.148,0.01,0.6110,2.231,4.04
"       (2010 JM33)",26.50,,,0.4605,1.808,5.50
"       (2010 JN33)",20.50,0.086,0.01,0.2878,1.555,53.14
"       (2010 JO33)",25.00,,,0.5931,2.512,3.73
"       (2010 JR34)",27.70,,,0.1447,0.9595,0.72
"       (2010 JS34)",20.77,,,0.4875,2.19,25.37
"       (2010 JU34)",22.28,,,0.0635,1.296,29.22
"       (2010 JV34)",20.85,0.165,0.01,0.5445,1.723,7.21
"       (2010 JW34)",28.10,,,0.0547,0.9813,2.26
"       (2010 JA35)",20.49,0.107,0.06,0.5763,2.159,29.02
"       (2010 JT39)",23.76,,,0.2080,1.202,5.05
"       (2010 JV39)",23.60,,,0.4412,1.909,4.84
"       (2010 JW39)",24.63,0.187,0.01,0.3902,1.637,3.00
"       (2010 JJ41)",21.83,,,0.6686,1.069,3.21
"       (2010 JK41)",20.14,,,0.5640,2.751,25.48
"       (2010 JL41)",20.64,0.073,0.02,0.6658,1.727,7.57
"       (2010 JM41)",21.05,,,0.4013,1.197,20.38
"       (2010 JN71)",21.42,0.106,0.00,0.5903,2.381,17.74
"       (2010 JO71)",23.98,0.349,0.00,0.3867,1.172,6.01
"       (2010 JL77)",24.20,,,0.4745,2.043,4.62
"       (2010 JG80)",23.89,,,0.1740,1.36,24.82
"       (2010 JH80)",24.60,,,0.7786,2.088,21.67
"       (2010 JF87)",19.12,0.041,0.01,0.6205,2.437,24.92
"       (2010 JG87)",19.20,0.202,0.02,0.9467,2.77,16.75
"       (2010 JH87)",19.50,0.127,0.07,0.5402,1.537,43.76
"       (2010 JE88)",21.50,,,0.7640,2.109,10.73
"       (2010 JH88)",18.09,,,0.7889,2.29,21.44
"       (2010 JL88)",26.80,,,0.5039,1.425,0.09
"       (2010 JH110)",26.30,,,0.5668,2.333,0.74
"       (2010 JV153)",19.59,,,0.4723,2.226,5.95
"       (2010 KC)",24.18,,,0.6071,0.7819,2.21
"       (2010 KD)",22.00,,,0.2176,1.354,17.24
"       (2010 KE)",26.70,,,0.2452,1.297,5.24
"       (2010 KH)",19.48,0.029,0.01,0.5477,2.767,14.57
"       (2010 KU7)",22.24,0.224,0.01,0.3812,1.665,6.75
"       (2010 KV7)",26.00,0.397,0.00,0.2185,1.214,0.31
"       (2010 KA8)",21.40,0.147,0.02,0.4339,1.62,10.12
"       (2010 KB8)",24.00,,,0.8269,1.375,1.89
"       (2010 KO10)",27.09,,,0.5289,1.956,8.11
"       (2010 KP10)",23.10,0.101,0.01,0.1662,1.132,16.20
"       (2010 KQ10)",21.64,,,0.6622,2.384,6.70
"       (2010 KR10)",19.50,,,0.5863,2.168,1.05
"       (2010 KU10)",19.52,,,0.4241,1.652,47.21
"       (2010 KJ37)",23.93,,,0.0896,1.127,10.84
"       (2010 KK37)",25.70,,,0.4315,1.539,9.10
"       (2010 KV39)",26.80,,,0.2557,0.959,13.92
"       (2010 KY39)",20.11,0.029,0.01,0.3986,1.74,25.51
"       (2010 KB61)",20.41,0.065,0.01,0.2339,1.275,44.59
"       (2010 KL66)",19.81,,,0.5340,2.402,7.94
"       (2010 KK127)",20.70,0.034,0.02,0.4258,2.229,6.97
"       (2010 KD149)",21.48,0.118,0.01,0.2118,0.8889,14.23
"       (2010 LF)",24.10,,,0.4831,2.052,9.73
"       (2010 LF14)",23.70,,,0.4731,2.067,1.63
"       (2010 LH14)",22.08,0.274,0.02,0.5763,2.198,4.66
"       (2010 LQ33)",19.56,0.040,0.01,0.4597,2.269,24.65
"       (2010 LK34)",21.91,0.271,0.00,0.8073,1.829,5.32
"       (2010 LM34)",23.30,,,0.6045,2.725,24.40
"       (2010 LJ61)",21.00,0.208,0.03,0.4595,1.046,9.80
"       (2010 LK61)",21.79,0.084,0.02,0.5781,1.667,22.73
"       (2010 LZ63)",20.20,0.021,0.01,0.7609,1.89,13.87
"       (2010 LA64)",23.38,,,0.1899,1.247,20.26
"       (2010 LB64)",21.76,0.477,0.01,0.2153,1.353,51.68
"       (2010 LC64)",24.60,,,0.5526,2.009,4.45
"       (2010 LD64)",25.50,,,0.5407,2.361,2.03
"       (2010 LG64)",20.23,0.015,0.02,0.6049,2.678,42.10
"       (2010 LE68)",25.90,,,0.2875,1.412,11.91
"       (2010 LJ68)",22.70,0.039,0.04,0.4530,1.769,17.11
"       (2010 LK68)",22.42,0.032,0.02,0.4736,1.169,21.92
"       (2010 LL68)",22.88,0.063,0.02,0.5247,2.071,10.49
"       (2010 LM68)",20.74,,,0.2612,1.061,12.27
"       (2010 LO97)",18.76,0.020,0.31,0.5284,2.577,21.70
"       (2010 LU108)",19.95,0.026,0.01,0.8231,2.229,9.46
"       (2010 LV108)",22.36,0.029,0.01,0.6359,2.777,5.41
"       (2010 LU134)",19.31,0.443,0.03,0.5457,1.897,27.36
"       (2010 LE152)",20.55,,,0.4271,1.696,22.06
"       (2010 MA)",25.70,,,0.3481,0.8436,14.09
"       (2010 MB)",24.60,,,0.1556,0.9486,11.65
"       (2010 MC)",24.60,,,0.2733,1.409,7.51
"       (2010 MQ)",19.88,,,0.7644,1.626,28.73
"       (2010 MV)",24.60,,,0.4704,2.04,2.21
"       (2010 MG1)",23.34,0.301,0.01,0.5066,1.972,6.55
"       (2010 MH1)",21.38,,,0.3245,1.125,12.65
"       (2010 MJ1)",23.60,,,0.1323,0.9924,18.26
"       (2010 MP1)",21.50,0.518,0.00,0.4873,0.8552,22.64
"       (2010 MS1)",21.89,,,0.2685,0.9297,9.04
"       (2010 MW1)",19.80,,,0.5225,2.561,25.76
"       (2010 MY1)",23.88,0.265,0.00,0.2114,1.215,9.70
"       (2010 MZ1)",25.51,,,0.3058,1.492,21.91
"       (2010 MU111)",18.41,0.015,0.01,0.6146,2.387,41.64
"       (2010 MU112)",20.79,0.028,0.02,0.5398,1.756,48.04
"       (2010 MY112)",,,0.02,0.2447,1.072,38.58
"       (2010 MZ112)",,,0.14,0.5209,1.227,23.59
"       (2010 MA113)",21.92,,0.01,0.6683,2.691,41.06
"       (2010 MD127)",19.94,,,0.5999,1.768,19.70
"       (2010 NA)",20.70,0.109,0.01,0.6541,1.723,6.39
"       (2010 NB)",23.00,,,0.3259,1.033,21.44
"       (2010 NG)",25.10,,,0.3445,1.533,8.30
"       (2010 NH)",25.70,,,0.5428,2.086,7.54
"       (2010 NK)",24.40,,,0.5208,1.326,13.61
"       (2010 NL)",26.00,,,0.4309,1.66,8.55
"       (2010 NM)",24.50,,,0.1514,0.9723,16.12
"       (2010 NN)",28.41,,,0.4482,1.781,2.26
"       (2010 NG1)",20.29,0.142,0.04,0.3326,0.8493,24.74
"       (2010 NK1)",22.41,0.040,0.00,0.1837,1.014,14.76
"       (2010 NR1)",21.80,,,0.3264,1.637,5.74
"       (2010 NU1)",21.10,0.072,0.05,0.8007,2.428,34.63
"       (2010 NB2)",20.10,0.303,0.01,0.7609,2.085,28.69
"       (2010 NT81)",21.42,,,0.2779,1.33,10.47
"       (2010 OA)",20.33,,,0.5099,1.97,6.03
"       (2010 OB)",21.92,,,0.6034,2.75,6.09
"       (2010 OC)",19.11,0.342,0.08,0.6334,2.884,12.74
"       (2010 OA1)",23.50,,0.04,0.4426,1.758,7.83
"       (2010 OP1)",19.16,0.025,0.05,0.6187,2.778,18.45
"       (2010 OQ1)",19.09,0.153,0.21,0.5484,2.146,18.89
"       (2010 OE22)",21.23,0.176,0.01,0.6290,2.649,14.22
"       (2010 OL100)",19.50,0.246,0.04,0.6538,2.261,22.21
"       (2010 OC101)",20.70,0.384,0.00,0.2274,1.222,13.60
"       (2010 OD101)",20.72,0.217,0.03,0.3581,1.619,15.39
"       (2010 OF101)",19.78,0.231,0.05,0.3250,0.951,23.37
"       (2010 OL101)",20.40,0.321,0.02,0.5989,2.609,26.13
"       (2010 ON101)",20.39,0.225,0.02,0.4093,1.629,9.31
"       (2010 OH126)",21.30,0.103,0.01,0.4992,1.889,14.34
"       (2010 OK126)",20.56,0.013,0.01,0.4462,1.955,52.58
"       (2010 OC127)",19.15,,,0.4891,2.423,6.93
"       (2010 PJ)",22.14,,,0.4788,1.682,27.96
"       (2010 PO2)",23.20,,,0.2897,1.422,16.63
"       (2010 PP2)",21.17,,,0.4667,2.33,6.58
"       (2010 PQ2)",24.50,,,0.4807,2.027,1.95
"       (2010 PH9)",26.60,,,0.1843,1.263,12.11
"       (2010 PJ9)",24.80,,,0.5667,1.947,1.15
"       (2010 PK9)",21.81,0.138,0.01,0.6759,0.6821,12.59
"       (2010 PL9)",20.17,,,0.4495,2.35,19.99
"       (2010 PM9)",20.14,,,0.6917,2.243,4.03
"       (2010 PM10)",19.92,,,0.4635,2.281,1.50
"       (2010 PQ10)",21.62,,,0.3767,0.8429,22.27
"       (2010 PY22)",19.23,,,0.5279,2.548,30.48
"       (2010 PD57)",22.60,,,0.4930,2.328,7.26
"       (2010 PS65)",24.70,,,0.6319,2.878,0.54
"       (2010 PS66)",25.15,,,0.2416,1.345,1.12
"       (2010 PU66)",22.19,0.079,0.01,0.3903,1.486,18.09
"       (2010 PC73)",22.05,,,0.1193,0.9366,24.20
"       (2010 PY75)",18.50,0.102,0.05,0.7757,2.658,31.55
"       (2010 QN1)",20.37,,,0.4518,1.149,28.01
"       (2010 QE2)",17.45,0.050,0.96,0.7392,3.375,64.68
"       (2010 QG2)",24.67,0.228,0.01,0.5160,1.667,4.70
"       (2010 QA5)",22.16,0.014,0.15,0.6319,2.918,33.41
"       (2010 RA)",22.90,,,0.5799,2.442,10.10
"       (2010 RB)",20.10,,,0.6214,2.56,27.72
"       (2010 RC)",26.40,,,0.4477,1.855,5.62
"       (2010 RD)",25.40,,,0.2728,1.415,4.12
"       (2010 RE)",27.50,,,0.1858,1.035,8.01
"       (2010 RF)",23.00,,,0.4783,2.251,11.85
"       (2010 RS3)",22.60,,,0.4556,2.107,5.05
"       (2010 RT3)",23.50,,,0.5187,2.15,8.37
"       (2010 RU3)",26.60,,,0.4324,1.882,5.52
"       (2010 RV3)",23.16,,,0.8980,2.455,9.20
"       (2010 RW3)",23.90,,,0.3711,2.02,3.57
"       (2010 RX3)",25.00,,,0.6193,2.637,3.90
"       (2010 RY3)",25.10,,,0.6195,2.606,4.42
"       (2010 RJ4)",24.00,,,0.3540,1.639,2.54
"       (2010 RV11)",27.00,,,0.3401,1.591,4.35
"       (2010 RW11)",24.60,,,0.4091,1.663,37.62
"       (2010 RY11)",26.05,,,0.3101,1.311,9.72
"       (2010 RZ11)",26.60,,,0.6355,2.351,1.28
"       (2010 RA12)",26.90,,,0.2306,1.33,13.02
"       (2010 RB12)",27.00,,,0.6316,2.396,5.28
"       (2010 RC12)",21.90,,,0.4501,2.227,5.11
"       (2010 RE12)",22.20,,,0.4418,2.291,7.17
"       (2010 RF12)",28.42,,,0.1883,1.061,0.88
"       (2010 RE16)",23.22,,,0.1488,1.477,0.21
"       (2010 RS30)",24.00,,,0.3019,1.552,11.45
"       (2010 RT30)",23.32,,,0.5238,2.329,4.91
"       (2010 RU30)",23.50,,,0.4322,1.882,13.22
"       (2010 RV30)",24.00,,,0.4299,2.087,0.27
"       (2010 RW30)",23.54,,,0.3182,1.567,12.80
"       (2010 RX30)",27.10,,,0.3884,0.8308,5.06
"       (2010 RC31)",26.40,,,0.5208,2.248,0.40
"       (2010 RD31)",22.50,,,0.4462,2.131,7.22
"       (2010 RE31)",25.90,,,0.3231,0.9682,7.09
"       (2010 RF31)",25.20,,,0.2779,1.372,5.95
"       (2010 RG31)",22.70,,,0.1901,1.099,12.96
"       (2010 RH31)",23.70,,,0.5055,2.36,6.34
"       (2010 RF42)",25.10,,,0.2033,0.9237,14.08
"       (2010 RG42)",21.40,,,0.1349,1.241,18.33
"       (2010 RH42)",23.80,,,0.6421,3.099,19.75
"       (2010 RL42)",22.60,,,0.4339,2.094,4.09
"       (2010 RM42)",18.62,,,0.5449,2.164,38.96
"       (2010 RH43)",26.20,,,0.3971,1.788,3.38
"       (2010 RJ43)",23.70,,,0.4959,0.8838,6.88
"       (2010 RK43)",20.80,,,0.4448,2.206,7.65
"       (2010 RL43)",24.30,,,0.6220,2.34,0.61
"       (2010 RX45)",25.40,,,0.5254,2.188,11.02
"       (2010 RJ53)",23.70,,,0.4071,1.066,28.46
"       (2010 RK53)",27.90,,,0.3141,1.348,6.10
"       (2010 RJ64)",24.00,,,0.4954,2.252,4.21
"       (2010 RK64)",21.00,,,0.3524,1.53,16.56
"       (2010 RP64)",27.20,,,0.5207,2.102,6.40
"       (2010 RQ64)",26.20,,,0.5006,2.045,0.77
"       (2010 RM80)",27.90,,,0.1996,1.176,2.36
"       (2010 RN80)",20.21,,,0.5386,2.251,8.72
"       (2010 RO80)",24.60,,,0.2027,1.187,23.56
"       (2010 RP80)",20.80,,,0.5905,2.981,6.84
"       (2010 RQ80)",22.70,,,0.5198,2.497,6.44
"       (2010 RR80)",22.48,,,0.1577,1.387,13.26
"       (2010 RS80)",26.50,,,0.3695,1.461,9.04
"       (2010 RT80)",23.00,,,0.4510,2.059,7.64
"       (2010 RM82)",25.90,,,0.4167,1.184,5.05
"       (2010 RN82)",18.95,,,0.5453,2.657,28.47
"       (2010 RA91)",23.59,,,0.3490,1.167,5.61
"       (2010 RM122)",25.70,,,0.2168,1.303,7.18
"       (2010 RB130)",24.30,,,0.5248,2.159,1.02
"       (2010 RC130)",22.20,,,0.5764,2.393,9.07
"       (2010 RD130)",25.40,,,0.5247,1.905,2.37
"       (2010 RK135)",25.70,,,0.5800,2.501,4.57
"       (2010 RG137)",21.10,,,0.5623,2.417,10.04
"       (2010 RA147)",19.44,,,0.6544,2.16,5.82
"       (2010 RH178)",20.37,,,0.3389,1.716,11.18
